calorien,dichtheid,gedronken,is_belgisch,is_speciaal,pct_alcohol,pct_eiwitten,pct_gist,pct_hop,recensie,suiker,water_kw,zuur,beoordeling
12.0,0.996,5.0,1.0,0.0,7.5,11.4,2.12,7.6,5.0,2.3,0.55,0.57,7.0
29.0,0.9986,8.0,1.0,0.0,7.1,9.6,1.66,12.6,7.4,2.0,0.73,0.06,6.0
124.0,0.9918,57.0,1.0,1.0,6.7,10.7,0.56,2.8,1.5,4.3,0.54,0.51,8.0
135.0,0.9938,36.0,0.0,1.0,6.6,10.5,0.62,4.8,3.6,7.7,0.37,0.35,6.0
52.0,0.997,25.0,1.0,0.0,9.6,11.4,1.62,10.8,3.7,2.4,0.71,0.42,7.0
108.0,0.9934,23.0,0.0,1.0,6.2,9.2,1.2,7.0,4.2,1.2,0.54,0.04,6.0
150.0,0.9936,38.0,0.0,1.0,8.6,10.8,0.94,3.4,2.9,2.7,0.56,0.28,7.0
136.0,0.9932,26.0,1.0,1.0,7.0,10.2,0.6,4.0,4.3,2.0,0.61,0.37,7.0
105.0,0.9962,21.0,0.0,1.0,7.4,9.5,1.0,4.8,3.2,10.1,0.35,0.29,6.0
105.0,0.993,26.0,1.0,1.0,7.9,10.5,0.84,4.4,2.9,3.8,0.39,0.49,6.0
31.0,0.9969,14.0,0.0,0.0,6.4,9.8,1.62,12.8,6.7,1.8,0.66,0.21,6.0
31.0,0.9966,15.0,1.0,0.0,10.0,11.0,1.18,14.6,3.3,2.3,0.57,0.43,6.0
49.0,0.9972,20.0,0.0,0.0,10.8,9.6,1.2,5.2,3.2,3.3,0.54,0.45,6.0
110.0,0.9986,39.0,0.0,1.0,5.7,9.0,0.88,4.4,4.0,16.65,0.48,0.22,7.0
6.0,0.9951,3.0,1.0,0.0,8.6,11.9,1.58,6.3,4.3,2.2,0.67,0.4,7.0
139.0,0.9945,12.0,1.0,1.0,5.9,10.4,0.94,5.2,5.7,1.3,0.53,0.4,6.0
98.0,0.9898,27.0,0.0,1.0,6.9,12.3,0.78,3.8,2.9,1.6,0.46,0.33,8.0
16.0,0.9965,12.0,0.0,0.0,8.3,11.5,1.5,15.2,5.7,4.2,0.68,0.29,7.0
14.0,0.997,6.0,0.0,0.0,10.0,11.8,1.42,8.2,3.8,6.2,0.49,0.45,8.0
21.0,0.9969,10.0,0.0,0.0,9.0,10.0,1.56,15.7,4.4,1.7,0.67,0.24,6.0
89.0,0.9968,33.0,1.0,0.0,8.1,9.6,1.56,10.6,4.2,2.2,0.46,0.22,7.0
174.0,0.992,81.0,1.0,1.0,6.7,9.8,0.82,5.0,3.3,1.2,0.42,0.13,6.0
129.0,0.991,46.0,0.0,1.0,6.1,11.4,0.96,4.0,4.5,1.6,0.43,0.17,7.0
144.0,0.9944,34.0,1.0,1.0,6.4,10.0,0.92,9.2,2.9,4.9,0.56,0.08,6.0
11.0,0.9962,5.0,1.0,0.0,6.8,9.5,1.0,13.4,5.9,1.8,0.52,0.02,6.0
91.0,0.9918,27.0,1.0,1.0,6.5,12.0,0.88,6.4,4.3,5.7,0.6,0.34,8.0
60.0,0.9971,25.0,0.0,0.0,7.6,10.1,1.84,5.8,4.6,2.7,0.61,0.49,7.0
151.0,0.99,49.0,0.0,1.0,7.2,12.7,0.64,4.0,3.4,2.7,0.39,0.34,8.0
93.0,0.9916,31.0,1.0,1.0,9.2,11.3,0.52,5.0,1.6,1.2,0.37,0.34,8.0
143.0,0.9914,32.0,0.0,1.0,4.9,10.1,1.36,6.9,4.0,1.0,0.4,0.34,6.0
94.0,0.9896,34.0,0.0,1.0,5.9,13.1,0.78,6.4,3.9,4.7,0.57,0.28,8.0
122.0,0.9916,18.0,1.0,1.0,6.4,12.5,0.68,6.4,5.0,4.9,0.71,0.27,7.0
165.0,0.9982,46.0,1.0,1.0,7.3,8.7,0.78,6.0,2.3,13.5,0.4,0.74,6.0
157.0,0.9945,35.0,1.0,1.0,6.7,9.9,0.76,6.0,3.8,5.0,0.46,0.74,6.0
84.0,0.9944,13.0,0.0,1.0,7.1,10.4,0.68,6.4,5.4,1.5,0.6,0.4,6.0
128.0,0.994,49.0,0.0,1.0,7.1,10.7,0.72,5.8,3.8,7.8,0.4,0.34,7.0
132.0,0.994,14.0,0.0,1.0,6.3,9.5,0.98,6.0,4.5,1.6,0.49,0.34,7.0
130.0,0.9918,31.0,1.0,1.0,6.3,11.5,0.76,4.4,4.9,4.55,0.33,0.43,8.0
152.0,0.994,56.0,1.0,1.0,6.0,10.5,1.04,5.0,3.4,5.7,0.88,0.4,7.0
35.0,0.9961,7.0,0.0,0.0,7.3,9.5,1.6,7.6,4.7,2.0,0.47,0.21,6.0
160.0,0.9944,32.0,1.0,1.0,7.6,10.7,0.84,5.8,3.3,6.5,0.47,0.26,6.0
125.0,0.9943,14.0,1.0,1.0,7.2,9.8,0.96,9.4,2.9,5.9,0.49,0.16,6.0
145.0,0.9912,55.0,1.0,1.0,6.1,11.1,0.74,2.1,5.3,1.3,0.41,0.31,8.0
166.0,0.9914,34.0,1.0,1.0,7.4,11.43,1.28,3.2,3.0,1.4,0.42,0.3,7.0
103.0,0.9911,11.0,1.0,1.0,6.9,11.1,0.6,6.4,2.6,2.3,0.42,0.26,7.0
152.0,0.9952,55.0,0.0,1.0,6.9,9.3,1.28,3.4,4.4,4.6,0.37,0.22,7.0
150.0,0.9907,67.0,1.0,1.0,6.4,11.2,0.86,3.0,3.3,1.2,0.73,0.44,8.0
32.0,0.9965,19.0,1.0,0.0,6.7,11.0,1.34,20.8,6.2,2.3,0.57,0.08,5.0
42.0,0.9953,21.0,0.0,0.0,9.3,10.8,0.76,7.4,4.0,1.6,0.81,0.44,8.0
149.0,0.998,27.0,1.0,1.0,7.0,9.2,0.88,3.2,1.5,14.3,0.46,0.25,7.0
156.0,0.9928,24.0,1.0,1.0,7.1,10.6,1.38,4.2,5.4,1.2,0.43,0.4,7.0
102.0,0.9894,20.0,1.0,1.0,5.4,13.4,0.66,9.0,3.9,6.4,0.27,0.27,9.0
74.0,0.9885,19.0,0.0,1.0,5.8,12.7,0.72,3.6,2.9,1.2,0.49,0.37,8.0
162.0,0.9944,15.0,1.0,1.0,7.0,9.4,1.38,7.0,3.6,1.8,0.47,0.31,6.0
102.0,0.993,10.0,0.0,1.0,6.9,11.6,0.6,7.8,2.2,4.3,0.87,0.22,5.0
47.0,0.9991,10.0,1.0,0.0,8.9,10.5,1.74,8.0,5.1,5.6,0.77,0.32,8.0
16.0,0.9936,5.0,0.0,0.0,6.6,11.9,1.64,19.2,6.0,1.8,0.44,0.0,7.0
163.0,0.9957,42.0,1.0,1.0,6.0,10.1,0.96,5.6,3.7,12.15,0.46,0.22,6.0
98.0,0.9927,25.0,1.0,1.0,6.3,9.5,0.64,8.2,3.4,0.9,0.42,0.16,6.0
130.0,0.993,30.0,0.0,1.0,6.8,9.6,1.72,6.2,0.9,3.5,0.44,0.19,6.0
140.0,0.9914,44.0,0.0,1.0,6.4,10.7,0.7,2.1,3.5,1.1,0.55,0.29,8.0
8.0,0.9947,3.0,0.0,0.0,10.3,11.8,0.94,5.4,3.4,1.4,0.51,0.56,7.0
224.0,0.9968,61.0,1.0,1.0,7.3,9.5,0.68,10.2,3.3,11.3,0.56,0.29,7.0
95.0,0.9893,21.0,1.0,1.0,5.7,12.3,0.46,3.6,2.7,2.2,0.54,0.26,7.0
111.0,0.994,23.0,1.0,1.0,7.1,10.2,0.68,4.2,4.9,2.7,0.64,0.28,5.0
107.0,0.9933,37.0,0.0,1.0,6.8,10.7,0.98,3.8,3.1,7.6,0.44,0.32,8.0
180.0,0.9966,62.0,1.0,1.0,7.6,9.0,0.82,5.2,2.7,7.9,0.38,0.58,6.0
157.0,0.9962,37.0,1.0,1.0,7.2,9.0,1.0,6.2,2.9,7.3,0.43,0.26,6.0
119.0,0.9956,11.0,0.0,1.0,8.6,9.4,0.9,6.8,3.5,1.4,0.47,0.36,5.0
92.0,0.9911,35.0,0.0,1.0,6.3,12.2,1.26,5.4,5.1,1.2,0.42,0.49,7.0
190.0,0.9932,40.0,0.0,1.0,7.9,11.2,0.52,5.1,2.5,2.0,0.39,0.26,7.0
164.0,0.9952,10.0,0.0,1.0,6.5,9.7,0.98,7.8,4.9,1.6,0.51,0.35,6.0
144.0,0.9923,66.0,0.0,1.0,7.3,10.2,0.74,4.2,3.0,1.0,0.52,0.33,7.0
134.0,0.9968,30.0,1.0,0.0,8.0,9.4,2.36,14.9,4.0,2.0,0.66,0.56,6.0
134.0,0.9927,34.0,1.0,1.0,6.8,10.6,0.62,5.0,3.8,4.7,0.38,0.34,7.0
114.0,0.9941,13.0,1.0,1.0,7.4,10.5,0.94,4.2,3.1,8.1,0.35,0.3,7.0
86.0,0.9968,18.0,1.0,0.0,6.8,9.3,1.58,12.0,6.7,1.9,0.57,0.18,7.0
105.0,0.9949,21.0,0.0,1.0,6.7,9.0,1.2,10.8,4.3,5.4,0.37,0.28,6.0
231.0,0.9964,34.0,1.0,1.0,7.3,10.0,1.08,3.8,5.0,6.3,0.54,0.24,7.0
114.0,0.9931,28.0,1.0,1.0,5.3,11.0,0.76,5.5,5.1,7.4,0.51,0.24,7.0
196.0,0.9959,52.0,0.0,1.0,6.5,9.1,1.06,4.4,4.0,8.0,0.48,0.45,7.0
81.0,0.9964,27.0,0.0,0.0,8.9,9.5,6.74,11.8,2.5,2.0,1.61,0.5,7.0
126.0,0.9924,12.0,1.0,1.0,7.6,12.0,0.72,6.6,3.4,6.3,0.39,0.35,8.0
93.0,0.9897,28.0,1.0,1.0,5.7,12.3,0.86,6.6,4.6,1.4,0.5,0.32,7.0
51.0,0.9946,26.0,0.0,0.0,8.5,11.8,1.32,7.4,5.1,1.8,0.72,0.32,7.0
35.0,0.9972,13.0,1.0,0.0,8.1,9.0,1.6,10.9,4.5,1.9,0.59,0.18,7.0
99.0,0.9944,16.0,1.0,1.0,5.5,11.5,0.62,3.0,4.2,14.0,0.38,0.32,9.0
143.0,0.9942,22.0,1.0,1.0,6.2,9.9,0.84,6.6,3.3,5.6,0.63,0.19,6.0
190.0,0.996,54.0,1.0,1.0,6.9,9.4,0.9,6.0,3.9,7.2,0.48,0.21,6.0
133.0,0.9954,30.0,1.0,1.0,6.5,9.8,0.76,5.6,3.0,9.9,0.44,0.34,6.0
205.0,0.9986,55.0,1.0,1.0,7.2,9.0,1.1,5.0,3.1,14.4,0.38,0.28,8.0
171.0,0.9981,19.0,0.0,1.0,6.8,9.0,1.24,3.6,2.2,12.8,0.52,0.3,8.0
156.0,0.9974,55.0,0.0,1.0,7.2,8.7,0.88,7.8,2.9,11.0,0.44,0.63,7.0
178.0,0.9941,58.0,1.0,1.0,7.4,10.6,0.86,5.2,5.4,2.4,0.68,0.31,7.0
134.0,0.9915,21.0,1.0,1.0,5.9,12.2,0.62,8.7,4.0,6.4,0.46,0.16,7.0
124.0,0.9994,68.0,1.0,0.0,6.6,9.9,2.44,14.7,5.8,7.9,0.53,0.02,6.0
92.0,0.9922,31.0,0.0,1.0,8.5,12.0,0.62,5.0,2.2,4.7,0.33,0.27,7.0
81.0,0.9892,37.0,0.0,1.0,5.9,12.2,0.58,5.0,3.7,1.5,0.46,0.27,7.0
86.0,0.9926,14.0,1.0,0.0,5.1,12.9,0.88,11.7,6.5,1.7,0.94,0.0,8.0
43.0,0.9976,11.0,1.0,0.0,8.3,9.2,1.68,13.5,4.6,2.1,0.53,0.26,5.0
128.0,0.9938,39.0,0.0,1.0,7.0,10.8,0.76,4.0,3.8,5.9,0.48,0.49,7.0
155.0,0.9945,53.0,0.0,1.0,5.9,10.5,0.82,3.0,6.2,5.8,0.46,0.31,7.0
30.0,0.9967,5.0,1.0,0.0,8.5,9.8,1.56,11.7,3.7,2.1,0.48,0.18,7.0
79.0,0.9926,25.0,1.0,1.0,6.6,10.2,0.82,4.6,5.2,0.9,0.54,0.32,8.0
95.0,0.9935,22.0,0.0,1.0,8.4,12.0,0.7,4.6,2.5,7.8,0.34,0.49,7.0
45.0,0.996,27.0,1.0,0.0,8.2,10.3,1.62,8.6,4.1,1.6,0.54,0.29,6.0
133.0,0.9968,27.0,1.0,1.0,6.6,9.1,0.68,11.2,3.7,8.9,0.51,0.22,6.0
175.0,0.9918,35.0,1.0,1.0,6.3,11.6,0.86,5.2,5.1,2.2,0.43,0.29,7.0
189.0,0.991,26.0,1.0,1.0,7.8,12.1,0.52,4.0,2.8,1.6,0.74,0.24,8.0
156.0,0.9967,18.0,1.0,1.0,6.7,9.0,0.7,3.2,1.2,12.5,0.36,0.32,7.0
80.0,0.9904,18.0,0.0,1.0,6.3,11.05,0.92,3.8,1.6,2.8,0.47,0.32,7.0
186.0,0.9956,47.0,0.0,1.0,7.2,9.9,1.16,4.6,3.6,8.5,0.4,0.32,7.0
165.0,0.9969,53.0,1.0,1.0,5.9,9.5,0.88,4.2,4.1,12.1,0.39,0.24,6.0
44.0,0.9953,24.0,1.0,0.0,7.2,11.0,1.48,7.2,5.3,2.1,0.85,0.46,8.0
167.0,0.9948,20.0,0.0,1.0,9.4,10.6,0.54,8.4,2.8,6.5,0.43,0.32,6.0
179.0,0.9924,47.0,0.0,1.0,6.1,10.9,0.88,6.0,4.5,2.8,0.57,0.56,8.0
79.0,0.9923,18.0,0.0,1.0,8.1,11.8,0.58,5.6,4.0,1.9,0.52,0.39,7.0
179.0,0.9953,49.0,1.0,1.0,6.4,9.2,0.96,5.6,3.3,7.1,0.48,0.44,6.0
115.0,0.9918,15.0,1.0,1.0,6.8,11.7,0.72,5.6,4.3,1.4,0.72,0.39,6.0
75.0,0.9895,13.0,0.0,1.0,6.6,12.8,1.9,8.8,2.9,3.0,0.63,0.32,7.0
143.0,0.9959,35.0,1.0,1.0,6.8,9.0,1.04,6.2,3.3,7.6,0.38,0.32,6.0
152.0,0.9914,61.0,1.0,1.0,5.9,11.3,0.76,4.6,4.6,3.8,0.5,0.24,8.0
12.0,0.996,6.0,0.0,0.0,6.7,9.95,1.56,15.2,6.4,1.8,0.63,0.02,4.0
50.0,1.0015,13.0,1.0,0.0,10.0,9.2,1.42,9.8,3.4,11.0,0.69,0.2,7.0
114.0,0.992,40.0,0.0,1.0,7.9,12.4,0.6,8.2,3.5,4.5,0.54,0.37,8.0
102.0,0.9967,18.0,0.0,0.0,7.3,9.3,2.16,14.6,4.2,1.9,0.59,0.24,6.0
9.0,0.9946,5.0,1.0,0.0,10.2,12.1,1.04,6.8,3.7,2.1,0.69,0.48,8.0
18.0,0.9944,9.0,1.0,0.0,6.6,11.3,1.26,8.8,5.4,2.2,0.69,0.09,7.0
156.0,0.9945,32.0,0.0,1.0,6.5,10.1,0.86,4.8,3.2,8.2,0.7,0.29,7.0
44.0,0.9953,11.0,0.0,0.0,6.8,10.4,1.78,12.6,5.8,2.1,0.55,0.07,7.0
133.0,0.9922,36.0,0.0,1.0,6.0,10.8,0.7,5.4,4.0,3.6,0.46,0.32,7.0
86.0,0.9957,19.0,0.0,1.0,7.3,10.0,1.04,4.6,2.5,9.3,0.56,0.34,6.0
67.0,0.9895,38.0,1.0,1.0,6.0,11.5,0.66,4.0,3.3,1.1,0.38,0.26,7.0
119.0,0.9962,17.0,0.0,1.0,9.4,10.3,1.0,5.8,3.1,2.2,0.69,0.55,5.0
196.0,0.9984,55.0,0.0,1.0,6.8,9.3,0.98,5.4,3.3,16.1,0.5,0.26,6.0
152.0,0.9968,28.0,1.0,1.0,6.9,9.4,0.86,8.2,3.7,10.1,0.52,0.33,6.0
203.0,0.9957,46.0,1.0,1.0,6.2,9.2,0.9,5.6,4.2,7.5,0.46,0.45,7.0
230.0,0.9956,70.0,0.0,1.0,8.1,9.8,0.8,6.8,3.3,7.5,0.55,0.28,7.0
189.0,0.9936,24.0,0.0,1.0,6.9,9.9,1.06,6.0,4.4,1.3,0.54,0.29,5.0
130.0,0.9906,40.0,1.0,1.0,6.5,12.7,0.54,7.4,4.3,3.9,0.39,0.33,8.0
186.0,0.9988,61.0,1.0,1.0,6.8,8.6,1.3,8.8,3.2,16.0,0.45,0.2,6.0
48.0,0.9966,26.0,1.0,0.0,6.4,9.7,0.94,7.2,5.8,2.2,0.77,0.21,7.0
210.0,0.9972,68.0,0.0,1.0,7.0,9.5,1.12,8.8,2.6,12.1,0.5,0.24,6.0
115.0,0.9924,38.0,1.0,1.0,7.0,12.2,0.62,6.4,5.1,6.4,0.58,0.31,8.0
48.0,0.9974,15.0,0.0,0.0,8.9,9.7,1.54,14.9,3.7,2.5,0.47,0.18,7.0
127.0,0.9974,38.0,1.0,1.0,6.7,8.9,0.9,6.0,2.5,12.1,0.53,0.5,7.0
104.0,0.9925,39.0,1.0,1.0,6.0,11.0,0.78,3.4,1.5,7.3,0.57,0.3,7.0
122.0,0.9926,6.0,1.0,1.0,6.9,10.4,0.74,3.8,1.6,4.0,0.59,0.6,5.0
120.0,0.9895,19.0,0.0,1.0,6.0,12.7,0.84,6.2,4.7,2.3,0.41,0.27,8.0
113.0,0.9901,37.0,1.0,1.0,6.7,12.9,0.88,4.8,4.4,2.3,0.46,0.31,7.0
114.0,0.9908,40.0,0.0,1.0,5.8,11.0,0.62,5.2,5.4,1.2,0.4,0.18,8.0
68.0,0.9932,15.0,1.0,1.0,6.8,9.4,0.88,6.4,3.5,2.2,0.39,0.21,7.0
122.0,0.9897,37.0,1.0,1.0,6.1,12.0,0.78,4.2,3.7,1.5,0.43,0.38,7.0
60.0,0.9908,26.0,0.0,0.0,5.0,14.0,0.96,7.6,7.6,1.6,0.75,0.01,7.0
59.0,0.9954,48.0,0.0,0.0,6.5,11.5,1.9,12.2,6.9,2.2,0.7,0.0,7.0
53.0,0.9998,29.0,1.0,0.0,10.4,9.9,2.1,12.8,4.0,2.8,0.67,0.24,6.0
131.0,0.9942,30.0,1.0,1.0,7.5,10.9,0.9,7.6,4.7,5.0,0.44,0.33,7.0
109.0,0.9915,23.0,0.0,1.0,5.9,10.5,0.54,8.9,4.5,1.4,0.36,0.26,7.0
344.0,0.9958,50.5,1.0,1.0,9.1,9.5,1.24,6.6,2.9,1.7,0.7,0.38,6.0
107.0,0.9892,40.0,0.0,1.0,5.8,12.4,0.66,10.8,4.2,1.4,0.35,0.0,6.0
78.0,0.9924,14.0,1.0,1.0,7.4,11.5,0.56,5.0,1.7,7.25,0.37,0.28,8.0
197.0,0.9967,53.0,1.0,1.0,6.1,9.5,0.9,5.1,4.0,12.3,0.54,0.44,7.0
40.0,0.9941,15.0,0.0,0.0,9.0,12.2,1.16,8.0,3.9,2.0,0.6,0.41,7.0
42.0,0.998,23.0,0.0,0.0,12.0,10.5,1.46,10.0,1.6,1.4,0.68,0.59,8.0
15.0,0.995,8.0,1.0,0.0,6.8,10.4,1.56,13.0,4.9,2.1,0.62,0.02,7.0
53.0,0.9981,23.0,0.0,0.0,7.8,9.2,1.76,9.2,5.5,1.9,0.74,0.26,7.0
179.0,0.9998,48.0,1.0,1.0,6.8,9.6,1.12,5.2,5.7,16.95,0.4,0.29,6.0
110.0,0.9916,30.0,1.0,1.0,6.8,12.5,0.6,5.6,2.8,7.6,0.59,0.43,9.0
110.0,0.9965,29.0,0.0,1.0,7.6,9.2,0.82,3.6,3.7,7.1,0.42,0.28,7.0
187.0,0.9932,39.0,0.0,1.0,6.0,10.8,0.76,7.8,5.3,2.7,0.5,0.26,7.0
158.0,0.9932,37.0,1.0,1.0,5.8,9.3,1.08,4.8,3.8,1.5,0.52,0.39,7.0
124.0,0.9942,26.0,0.0,1.0,6.6,10.1,0.96,5.0,5.0,1.7,0.6,0.24,7.0
16.0,0.9988,6.0,1.0,0.0,11.3,9.3,1.76,7.4,2.9,2.3,0.8,0.41,6.0
128.0,0.9985,38.0,0.0,1.0,5.0,10.2,0.78,8.8,5.0,18.6,0.57,0.04,7.0
221.0,0.9984,87.0,1.0,1.0,7.6,9.2,0.92,7.2,2.2,11.3,0.43,0.49,6.0
175.0,0.9944,29.0,1.0,1.0,7.6,9.8,1.08,6.0,3.6,2.2,0.53,0.4,6.0
8.0,0.9953,3.0,1.0,0.0,9.9,11.4,1.46,6.4,3.3,2.0,0.73,0.56,7.0
95.0,0.9894,31.0,1.0,1.0,6.4,12.6,0.74,5.8,1.4,3.2,0.66,0.24,8.0
130.0,0.9928,18.0,1.0,1.0,6.7,10.6,0.76,6.2,5.0,2.1,0.63,0.3,7.0
75.0,0.9936,18.0,0.0,1.0,7.5,10.7,1.2,3.4,6.4,1.5,0.88,0.37,6.0
174.0,0.9983,38.0,0.0,1.0,7.3,9.0,1.0,4.8,2.4,15.4,0.42,0.34,7.0
140.0,0.99,34.0,0.0,1.0,7.2,12.7,0.9,4.4,2.6,1.0,0.34,0.49,7.0
161.0,0.9921,39.0,1.0,1.0,5.5,10.4,0.88,4.6,3.6,2.2,0.43,0.19,7.0
96.0,0.9962,17.0,1.0,0.0,7.7,9.5,1.76,13.4,4.7,2.1,0.48,0.23,6.0
144.0,0.9922,58.0,0.0,1.0,6.6,10.0,0.96,7.4,3.5,1.4,0.38,0.07,6.0
100.0,0.992,31.0,1.0,1.0,7.4,10.8,1.0,5.0,3.6,2.05,0.44,0.36,7.0
107.0,0.9938,41.0,1.0,1.0,7.3,10.5,1.02,3.8,6.3,1.4,0.66,0.25,8.0
171.0,0.9965,50.0,0.0,1.0,6.5,9.0,1.66,5.2,1.0,8.9,0.5,0.43,6.0
69.0,0.9979,30.0,1.0,0.0,8.8,10.0,1.88,12.2,3.9,4.0,0.5,0.19,7.0
12.0,0.9947,4.0,0.0,0.0,8.2,12.8,1.34,6.6,4.5,2.8,0.76,0.32,8.0
156.0,0.9918,45.0,1.0,1.0,5.5,10.7,0.74,6.4,4.2,1.3,0.38,0.13,6.0
13.0,0.996,3.0,0.0,0.0,7.2,10.0,1.22,6.6,4.0,1.7,1.1,0.33,9.0
167.0,0.9995,38.0,0.0,1.0,6.9,9.1,0.86,3.8,1.6,19.25,0.52,0.31,8.0
122.0,0.9973,48.0,1.0,1.0,7.4,9.0,0.98,5.6,2.2,12.1,0.44,0.5,6.0
82.0,0.9906,29.0,0.0,1.0,6.2,11.8,0.82,6.0,4.6,2.5,0.61,0.3,8.0
138.0,0.9943,20.0,0.0,1.0,6.5,10.7,1.02,6.4,2.4,8.5,0.42,0.23,6.0
146.0,0.9914,47.0,1.0,1.0,6.3,11.4,0.88,2.4,4.3,2.1,0.74,0.36,8.0
197.0,0.9985,49.0,0.0,1.0,7.3,8.7,1.0,6.4,3.7,13.7,0.46,0.23,6.0
113.0,0.9958,24.0,1.0,1.0,6.7,9.4,1.04,8.0,3.9,8.8,0.45,0.22,6.0
149.0,0.9984,17.0,1.0,1.0,6.6,9.4,1.02,3.6,2.2,17.3,0.43,0.26,7.0
163.0,1.0003,45.0,1.0,1.0,8.0,8.6,0.88,4.4,3.8,14.6,0.69,0.42,8.0
188.0,0.9958,59.0,1.0,1.0,6.8,9.4,0.86,4.8,3.7,7.45,0.5,0.37,7.0
51.0,0.9908,6.0,1.0,1.0,5.3,11.2,0.58,8.6,6.1,1.1,0.48,0.11,5.0
131.0,0.9962,31.0,0.0,0.0,7.8,9.9,1.6,12.0,3.8,2.0,0.52,0.26,6.0
21.0,0.9976,6.0,0.0,0.0,10.4,10.8,1.5,4.8,4.1,1.8,1.02,0.46,8.0
119.0,0.9904,25.0,0.0,1.0,5.3,11.3,0.96,6.6,4.7,1.2,0.62,0.3,7.0
127.0,0.9921,32.0,0.0,1.0,6.6,11.3,0.7,5.0,5.3,1.5,0.47,0.31,7.0
68.0,0.9922,11.0,1.0,1.0,5.2,9.8,0.6,3.4,4.5,0.7,0.41,0.27,6.0
206.0,0.994,63.0,0.0,1.0,6.2,9.8,1.26,9.0,4.3,4.4,0.52,0.26,5.0
174.0,0.9948,61.0,0.0,1.0,6.4,9.4,4.8,5.4,3.1,4.5,0.48,0.32,6.0
127.0,0.9937,35.0,1.0,1.0,7.4,10.2,0.84,5.8,5.7,1.8,0.5,0.5,8.0
126.0,0.9924,12.0,1.0,1.0,7.5,12.0,0.68,6.8,3.4,6.0,0.39,0.35,8.0
200.0,0.9938,41.0,1.0,1.0,6.4,9.7,0.96,3.4,6.0,2.4,0.5,0.32,7.0
49.0,0.9954,16.0,0.0,0.0,6.8,9.5,1.5,10.0,5.0,1.5,0.79,0.11,6.0
144.0,0.9936,33.0,0.0,1.0,6.5,9.1,0.86,3.8,5.4,0.8,0.39,0.3,7.0
111.0,0.999,42.0,1.0,1.0,6.0,8.9,0.94,5.6,2.9,17.8,0.45,0.24,7.0
54.0,0.9996,22.0,0.0,0.0,10.4,9.9,1.52,8.2,3.3,3.2,0.89,0.55,7.0
109.0,0.993,70.0,1.0,1.0,7.2,9.2,2.98,4.6,1.6,1.3,0.42,0.82,7.0
103.0,0.9902,42.0,0.0,1.0,6.7,11.4,0.5,4.0,3.0,1.65,0.45,0.37,6.0
104.0,0.9891,45.0,0.0,1.0,5.8,12.6,0.28,6.0,5.3,1.7,0.56,0.27,8.0
218.5,0.9934,64.5,1.0,1.0,6.8,9.7,0.94,4.8,4.5,2.7,0.58,0.34,7.0
169.0,0.9959,41.0,1.0,1.0,8.0,10.6,0.9,5.6,3.5,7.1,0.43,0.42,6.0
27.0,0.9977,18.0,1.0,0.0,7.1,9.4,1.66,13.4,5.6,2.3,0.54,0.0,6.0
104.0,0.9924,22.0,0.0,1.0,7.3,11.5,1.08,2.6,4.0,2.3,0.92,0.31,8.0
27.0,0.9936,13.0,0.0,0.0,6.1,11.9,1.06,14.3,6.6,2.6,0.5,0.1,6.0
117.0,0.9928,43.0,0.0,1.0,6.0,9.7,0.5,3.2,5.7,1.5,0.51,0.37,7.0
221.0,0.9983,60.0,1.0,1.0,7.4,9.4,0.8,6.4,2.6,12.9,0.66,0.27,6.0
144.0,0.9956,59.0,0.0,1.0,7.0,9.4,1.14,2.2,6.4,4.6,0.44,0.32,8.0
41.0,0.9974,22.0,1.0,0.0,11.6,9.9,1.9,8.2,2.3,1.5,0.76,0.54,8.0
184.0,0.9957,54.0,0.0,1.0,6.5,9.2,0.94,5.0,3.5,7.6,0.45,0.5,6.0
202.0,0.9955,53.0,0.0,1.0,6.6,9.5,0.88,5.4,3.6,8.1,0.48,0.52,6.0
151.0,0.9985,42.0,0.0,1.0,6.3,9.3,1.08,4.6,3.1,17.45,0.6,0.22,7.0
174.0,0.9949,68.0,0.0,1.0,6.5,9.6,0.96,6.6,3.3,8.3,0.5,0.38,6.0
140.0,0.9953,59.0,0.0,1.0,6.6,10.8,1.0,4.4,3.9,11.6,0.4,0.34,6.0
160.0,0.994,9.0,0.0,1.0,6.4,9.1,1.1,7.0,5.4,1.1,0.5,0.28,8.0
111.0,0.9887,38.0,0.0,1.0,6.0,13.6,0.7,7.6,3.6,3.5,0.47,0.26,8.0
104.0,0.992,10.0,0.0,1.0,7.6,10.8,0.8,10.2,2.6,1.2,0.29,0.24,7.0
196.0,0.9956,67.0,1.0,1.0,7.7,10.1,0.76,5.0,2.9,7.8,0.5,0.3,6.0
14.0,0.9982,6.0,1.0,0.0,10.9,9.8,2.36,7.8,4.5,1.8,0.75,0.47,7.0
221.0,0.9994,50.0,1.0,1.0,6.5,8.8,1.08,4.0,1.7,18.1,0.64,0.5,7.0
157.0,0.9959,56.0,0.0,1.0,6.8,10.1,0.84,4.8,3.0,9.5,0.51,0.29,7.0
188.0,0.9935,54.0,0.0,1.0,6.8,11.1,0.38,3.8,4.1,7.05,0.37,0.32,9.0
183.0,0.9978,77.0,1.0,1.0,7.4,9.0,0.76,4.2,1.8,12.3,0.48,0.8,6.0
98.0,0.9952,27.0,1.0,1.0,6.1,10.2,0.72,6.4,4.8,10.7,0.52,0.33,7.0
